star_name|Vmag|Jmag|Tmag|Gmag|d|SpT|T_eff_st|logL|R_st|M_st|age|binary
TIC 9171906|10.495|8.084|9.146|9.900651931762695|38.263423919677734|K6V|4263.729311426399|-0.7674634225081642|0.7574285713481588|0.67|null|0
TIC 188377941|13.855|9.374|10.489|11.27485179901123|43.8595085144043|null|4153.154494896283|-1.1722614696976466|0.500916959925854|0.65|null|0
TIC 172829922|10.383|8.405|9.403|10.094578742980955|43.39889144897461|null|4507.769847936169|-0.783879727991869|0.6649504929215871|0.6899261474609375|null|0
TIC 172773051|12.041|9.248|10.427|11.345388412475586|44.92892074584961|M0V|3920.0|-1.1429338111029554|0.5815855469072352|0.572604702578499|null|1
TIC 139150757|10.16|8.161|9.141|9.826080322265623|38.015628814697266|K7V|4531.12761083572|-0.7954837938658214|0.6493788818115686|0.7164012789726257|3.556406736373902|0
TIC 139203976|10.42|8.169|9.24|9.99949073791504|38.992244720458984|K5|4247.826858272647|-0.7870072294634461|0.7461315715986244|0.66|null|0
TIC 139196106|10.16|7.641|8.763|9.556797981262209|29.797340393066406|K7/M0V|4125.192056740482|-0.813672089612163|0.7672347314297554|0.6800210475921631|null|0
TIC 159094260|12.89|8.976|10.517|11.738608360290527|17.661409378051758|M3.0V|3371.0|-1.9152465360710136|0.3232301559576387|0.3035619161747138|null|0
TIC 10024127|8.79|7.427|8.095|8.576655387878418|49.10398483276367|K0|5551.744734367807|-0.1690797112742461|0.8897209370085495|0.9153490662574768|6.534900665283203|0
TIC 99037017|12.9|9.617|10.931|11.998249053955078|36.3078498840332|null|3622.0|-1.5049439511880172|0.4490387055769142|0.4459391788833224|null|0
TIC 10023234|10.69|8.28|9.483|10.26262378692627|34.35446548461914|K5|4177.331467229841|-0.9855443892575544|0.6138787148455914|0.65|null|0
TIC 67642456|12.712|9.478|10.863|11.954205513000488|38.35015869140625|null|3594.0|-1.4444160681311242|0.488977037748476|0.4870158619040663|null|0
TIC 9268054|12.04|9.297|10.484|11.402687072753906|47.06979751586914|null|3936.0|-1.1281089912167777|0.5867971146718223|0.5777242890121795|null|0
TIC 361951463|10.34|8.399|9.337|10.019366264343262|48.29951095581055|K5V|4423.1|-0.6440359835121765|0.8112993659465769|0.69|null|0
TIC 20118918|9.34|7.37|8.283|8.949557304382324|29.70516014099121|K4|4688.0|-0.6831894712899128|0.6903712594847154|0.73|null|0
TIC 99183943|11.61|9.057|10.222|11.1395263671875|43.45586013793945|null|3932.0|-1.10656388807394|0.6027589705611188|0.590744811410254|null|0
TIC 287074951|12.41|8.88|10.308|11.41062831878662|24.5721435546875|M2.5V|3560.0|-1.584062322916962|0.424347343195726|0.4191524637476805|null|0
TIC 23652204|9.25|7.514|8.34|8.937118530273438|36.84107208251953|K2V|4980.7|-0.5219371274005203|0.7363822530585045|0.7674872279167175|12.676512718200684|1
TIC 27307389|11.14|8.849|9.911|10.650283813476562|49.63844680786133|K5V|4330.5|-0.8558067115733392|0.6632438065560455|0.7019210457801819|2.51965069770813|0
TIC 27320408|9.98|7.894|8.893|9.564034461975098|34.05466079711914|K4|4475.4|-0.7749633921641074|0.6815649269044243|0.7007169723510742|9.749255180358888|0
TIC 27321155|12.149|9.049|10.346|11.356135368347168|35.27814865112305|M2.1|3736.0|-1.3140118701050685|0.5258150042934633|0.5233540937284192|null|0
TIC 9171711|10.02|7.953|8.903|9.593206405639648|39.93193817138672|K4/5V|4647.3|-0.6761415083909205|0.7082400360623717|0.74|null|0
TIC 68537491|10.517|8.283|9.311|10.05239963531494|42.18412780761719|K7|4326.297709743436|-0.7570366940287366|0.7445630749796777|0.67|null|0
TIC 240153097|12.091|8.992|10.264|11.288121223449709|25.71043586730957|M1.0V|3709.0|-1.5129622787196475|0.4242851569562312|0.4188841438823784|null|1
TIC 470971145|10.381|8.326|9.303|9.996994018554688|41.20827865600586|null|4383.7|-0.765980057652653|0.7177628315961259|0.6908676624298096|13.444663047790527|0
TIC 165023014|12.15|8.455|10.42|11.409353256225586|32.84794616699219|null|3529.611083984375|-1.3807879885321828|0.5455127950210034|0.5139111876487732|11.98723316192627|0
TIC 440482689|9.222|7.273|8.179|8.798715591430664|33.9097900390625|null|4741.7|-0.5111321848214931|0.8226562578564556|0.7598211765289307|null|1
TIC 189886310|10.96|8.705|9.828|10.61994171142578|41.919898986816406|null|4114.777171093703|-0.9397329099932382|0.666950413992314|0.64|null|0
TIC 189882802|12.207|8.724|10.294|11.306144714355469|37.09961700439453|M2.0Ve|3671.5057573418376|-1.1909843250163166|0.6272953311902546|0.5915724716220416|null|1
TIC 189795014|9.094|7.601|8.323|8.841720581054688|41.907352447509766|K1|5216.4|-0.391076412032587|0.7804995667951184|0.8519364595413208|4.913568496704102|1
TIC 190135633|11.95|8.893|10.177|11.185349464416504|28.367412567138672|M1.0V|3739.0|-1.4024120979924786|0.4741717383553557|0.4718792410904469|null|0
TIC 191816337|12.872|9.126|10.733|11.796754837036133|24.356199264526367|M3|3534.356384777791|-1.708907679540516|0.3728877589044364|0.3877210664999125|null|0
TIC 159459862|10.7|8.086|9.312|10.180419921875|30.4891|K7.5V|3986.2|-1.0046112619171006|0.6595213275083628|0.6153202973088796|null|0
TIC 253011416|11.063|7.873|9.217|10.263680458068848|20.57120132446289|M0.8V|3686.0|-1.3411490958272034|0.5235611767650001|0.5214231628273632|null|1
TIC 440632110|10.57|8.322|9.39|10.11624813079834|43.75482177734375|K5|4275.6|-0.7375509358293232|0.7796201227136792|0.67|null|1
TIC 189802306|12.617|9.408|10.736|11.794072151184082|36.429298400878906|null|3648.0|-1.4378466718961824|0.4782110967584901|0.4757860062467422|null|0
TIC 189721082|9.202|7.709|8.45|8.964277267456055|46.00203323364258|K1|5343.0|-0.3671849950049441|0.7646977264502565|0.8530577421188354|6.258646488189697|0
TIC 307338124|11.428|8.658|9.859|10.801241874694824|37.300140380859375|M0.5V|3880.0|-1.10721009358036|0.6185632965437158|0.6028266622405157|null|0
TIC 241212370|10.02|8.236|9.096|9.71572971343994|46.82468795776367|null|4798.131537361967|-0.6087528984611558|0.7180123202224089|0.7475311756134033|11.527754783630373|1
TIC 334271913|12.154|9.411|10.579|11.51474380493164|47.16612243652344|null|3885.0|-1.1598768217003994|0.5806737419841643|0.5714774707054456|null|0
TIC 241217645|12.87|8.86|10.453|11.6749849319458|14.787494659423828|M3.5V|3367.0|-2.0415032014524126|0.2801656011346174|0.2542018119496173|null|0
TIC 285051624|11.91|8.981|10.226|11.201424598693848|34.189945220947266|M0.5V|3808.0|-1.2812893845233668|0.5255500396108495|0.5230327082721948|null|0
TIC 397352616|11.09|8.317|9.498|10.348397254943848|32.361698150634766|K7/M0|3892.6|-0.9916286290769684|0.7020350149326452|0.6046635709636937|null|0
TIC 307774263|9.648|7.811|8.719|9.357943534851074|34.73495101928711|null|4675.7|-0.7077875860978543|0.6746298837526399|0.7537412643432617|1.3687387704849243|0
TIC 356425751|10.28|8.24|9.237|9.933900833129885|41.52766036987305|K5|4486.712163613599|-0.7542201744042123|0.6945222114726104|0.7005378007888794|12.084410667419434|0
TIC 286841869|10.501|7.343|8.652|9.69178581237793|16.96379280090332|M1V|3690.0|-1.2878309553027287|0.5555004753041446|0.5498922293371452|null|0
TIC 366273755|9.16|7.628|8.414|8.941429138183594|48.05064392089844|K0:|5174.0|-0.3118176305851482|0.8691424877526999|0.8317520022392273|11.053500175476074|0
TIC 144281624|9.36|7.552|8.426|9.044248580932615|37.310001373291016|K8|4814.323476080513|-0.5394133186828934|0.7724590236819103|0.7558120489120483|null|0
TIC 144205041|12.883|9.405|10.818|11.931437492370604|25.388015747070312|M2.0V|3540.0|-1.7253008658569668|0.3647503252787745|0.3512349463251398|null|0
