# ------------------------------------------------------------------------
# Radiance spectrum
# NASA-GSFC Planetary Spectrum Generator (PSG) (Villanueva et al. 2018)
# Synthesized on Sun Jan 24 03:40:08 2021
# 3D Spectroscopic simulation - Spatial binning of 13 (12 total calculations)
# Doppler velocities [km/s] (vobs,vrot+vorb,vwidth,vrfl,vstr): 0.00000,0.00000,0.00000,0.00000,-0.00000
# Spectral unit: Wavelength [um]
# Radiance unit: I/F [geometric albedo]
# Wave/freq Total Noise Exoplanet
5.150000000e-01  5.4849902e-02  6.50754e-03  5.48499e-02
5.186785714e-01  5.5411777e-02  6.81568e-03  5.54118e-02
5.223834184e-01  5.2744713e-02  6.37128e-03  5.27447e-02
5.261147285e-01  5.3388973e-02  6.49335e-03  5.33890e-02
5.298726908e-01  5.0668016e-02  6.13761e-03  5.06680e-02
5.336574958e-01  5.1810802e-02  6.34874e-03  5.18108e-02
5.374693350e-01  5.0307782e-02  6.13221e-03  5.03078e-02
5.413084017e-01  5.1184373e-02  6.28303e-03  5.11844e-02
5.451748903e-01  4.9653954e-02  6.11075e-03  4.96540e-02
5.490689967e-01  4.9846464e-02  6.18294e-03  4.98465e-02
5.529909181e-01  4.9011808e-02  6.10552e-03  4.90118e-02
5.569408532e-01  4.8735751e-02  6.16167e-03  4.87358e-02
5.609190021e-01  4.7618349e-02  6.11885e-03  4.76183e-02
5.649255664e-01  4.6781321e-02  6.08620e-03  4.67813e-02
5.689607491e-01  4.6218866e-02  6.05449e-03  4.62189e-02
5.730247544e-01  4.5398372e-02  5.96807e-03  4.53984e-02
5.771177884e-01  4.5849728e-02  6.03633e-03  4.58497e-02
5.812400583e-01  4.5916915e-02  6.00465e-03  4.59169e-02
5.853917730e-01  4.6053554e-02  6.04037e-03  4.60536e-02
5.895731428e-01  4.6296590e-02  6.17046e-03  4.62966e-02
5.937843795e-01  4.5200032e-02  6.05038e-03  4.52000e-02
5.980256965e-01  4.4569490e-02  6.03580e-03  4.45695e-02
6.022973086e-01  4.4455392e-02  6.08901e-03  4.44554e-02
6.065994323e-01  4.4350082e-02  6.06632e-03  4.43501e-02
6.109322854e-01  4.5266241e-02  6.18211e-03  4.52662e-02
6.152960874e-01  4.6589089e-02  6.34790e-03  4.65891e-02
6.196910595e-01  4.6351541e-02  6.22771e-03  4.63515e-02
6.241174242e-01  4.7494783e-02  6.37343e-03  4.74948e-02
6.285754058e-01  4.7345571e-02  6.30578e-03  4.73456e-02
6.330652301e-01  4.8225659e-02  6.40254e-03  4.82257e-02
6.375871246e-01  4.8605438e-02  6.43660e-03  4.86054e-02
6.421413183e-01  4.9423555e-02  6.52933e-03  4.94236e-02
6.467280420e-01  4.9605331e-02  6.55157e-03  4.96053e-02
6.513475281e-01  4.9962299e-02  6.63035e-03  4.99623e-02
6.560000104e-01  5.1408480e-02  6.87460e-03  5.14085e-02
6.606857248e-01  5.0820884e-02  6.70223e-03  5.08209e-02
6.654049085e-01  5.1629044e-02  6.78497e-03  5.16290e-02
6.701578007e-01  5.2085587e-02  6.84702e-03  5.20856e-02
6.749446422e-01  5.2467467e-02  6.90419e-03  5.24675e-02
6.797656753e-01  5.2829724e-02  6.97716e-03  5.28297e-02
6.846211444e-01  5.3157232e-02  7.06043e-03  5.31572e-02
6.895112954e-01  5.3287147e-02  7.09135e-03  5.32871e-02
6.944363761e-01  5.3168061e-02  7.16344e-03  5.31681e-02
6.993966360e-01  5.3783340e-02  7.27093e-03  5.37833e-02
7.043923262e-01  5.3917923e-02  7.32559e-03  5.39179e-02
7.094237000e-01  5.4109706e-02  7.40434e-03  5.41097e-02
7.144910121e-01  5.4014998e-02  7.51810e-03  5.40150e-02
7.195945193e-01  5.2317618e-02  7.57411e-03  5.23176e-02
7.247344802e-01  5.2726411e-02  7.60932e-03  5.27264e-02
7.299111551e-01  5.3483921e-02  7.74976e-03  5.34839e-02
7.351248062e-01  5.4280175e-02  7.81685e-03  5.42802e-02
7.403756976e-01  5.4938473e-02  8.00786e-03  5.49385e-02
7.456640955e-01  5.4505405e-02  8.01106e-03  5.45054e-02
7.509902676e-01  5.4789435e-02  8.12322e-03  5.47894e-02
7.563544838e-01  5.4925496e-02  8.20234e-03  5.49255e-02
7.617570158e-01  5.4936622e-02  8.29809e-03  5.49366e-02
7.671981374e-01  5.5090893e-02  8.45385e-03  5.50909e-02
7.726781241e-01  5.5061179e-02  8.57218e-03  5.50612e-02
7.781972535e-01  5.4608206e-02  8.61099e-03  5.46082e-02
7.837558053e-01  5.4827504e-02  8.76144e-03  5.48275e-02
7.893540611e-01  5.4655965e-02  8.87527e-03  5.46560e-02
7.949923044e-01  5.4981992e-02  9.06676e-03  5.49820e-02
8.006708208e-01  5.4620972e-02  9.12122e-03  5.46210e-02
8.063898981e-01  5.4866485e-02  9.22656e-03  5.48665e-02
8.121498260e-01  5.3834658e-02  9.24936e-03  5.38347e-02
8.179508961e-01  5.1868762e-02  9.32843e-03  5.18688e-02
8.237934025e-01  5.3155937e-02  9.43998e-03  5.31559e-02
8.296776411e-01  5.3234429e-02  9.48263e-03  5.32344e-02
8.356039100e-01  5.4511811e-02  9.64357e-03  5.45118e-02
8.415725094e-01  5.4647898e-02  9.72881e-03  5.46479e-02
8.475837416e-01  5.4572393e-02  9.76787e-03  5.45724e-02
8.536379112e-01  5.5448666e-02  9.90894e-03  5.54487e-02
8.597353248e-01  5.4056571e-02  9.49277e-03  5.40566e-02
8.658762914e-01  5.5481628e-02  9.66702e-03  5.54816e-02
8.720611221e-01  5.4562917e-02  9.35484e-03  5.45629e-02
