age,lum
6.834864,-0.939
6.842074,-0.944
6.854985,-0.953
6.860457,-0.957
6.870006,-0.964
6.881826,-0.972
6.891589,-0.979
6.899912,-0.985
6.909399,-0.992
6.919397,-0.999
6.929469,-1.006
6.939351,-1.012
6.949988,-1.020
6.958972,-1.026
6.969132,-1.033
6.979105,-1.040
6.989297,-1.047
6.999382,-1.054
7.009175,-1.061
7.019249,-1.067
7.028978,-1.074
7.039013,-1.081
7.049005,-1.088
7.059094,-1.095
7.069013,-1.101
7.078979,-1.108
7.089064,-1.115
7.098997,-1.121
7.108991,-1.128
7.118988,-1.135
7.128984,-1.141
7.138984,-1.148
7.148994,-1.155
7.158986,-1.161
7.168995,-1.168
7.178980,-1.174
7.189706,-1.181
7.202259,-1.189
7.211270,-1.195
7.223921,-1.203
7.231248,-1.208
7.245900,-1.217
7.253219,-1.222
7.260532,-1.227
7.275139,-1.236
7.282432,-1.240
7.289720,-1.245
7.304279,-1.254
7.311550,-1.259
7.326076,-1.268
7.333334,-1.272
7.340587,-1.277
7.355082,-1.286
7.362324,-1.290
7.369565,-1.294
7.384032,-1.303
7.391263,-1.308
7.405720,-1.317
7.412944,-1.321
7.420169,-1.325
7.434617,-1.335
7.441851,-1.340
7.449091,-1.344
7.463596,-1.354
7.470859,-1.359
7.485410,-1.368
7.492699,-1.373
7.499998,-1.378
7.514623,-1.387
7.521952,-1.392
7.529290,-1.396
7.544004,-1.406
7.551378,-1.411
7.566164,-1.420
7.573577,-1.425
7.581005,-1.429
7.595906,-1.439
7.603379,-1.443
7.610872,-1.448
7.625912,-1.457
7.633461,-1.462
7.641034,-1.466
7.656175,-1.476
7.663736,-1.480
7.671291,-1.485
7.686389,-1.494
7.693934,-1.498
7.701480,-1.503
7.709026,-1.507
7.724125,-1.516
7.731682,-1.520
7.739246,-1.525
7.754397,-1.533
7.761989,-1.538
7.769593,-1.542
7.784849,-1.551
7.792506,-1.555
7.800185,-1.559
7.815622,-1.567
7.823385,-1.571
7.831184,-1.575
7.839021,-1.579
7.854827,-1.588
7.862807,-1.592
7.870843,-1.596
7.887106,-1.603
7.895347,-1.607
7.903668,-1.611
7.912077,-1.615
7.920581,-1.619
7.929185,-1.623
7.946732,-1.631
7.955693,-1.635
7.964794,-1.638
7.974048,-1.642
7.983469,-1.646
7.993074,-1.650
8.002883,-1.653
8.012913,-1.657
8.023195,-1.661
8.033757,-1.665
8.044630,-1.668
8.055856,-1.672
8.067078,-1.676
8.078156,-1.679
8.089092,-1.683
8.099884,-1.686
8.110536,-1.689
8.121041,-1.692
8.131407,-1.694
8.141625,-1.697
8.151707,-1.700
8.163498,-1.702
8.177242,-1.706
8.193177,-1.709
8.211561,-1.713
8.226306,-1.715
8.238222,-1.718
8.247909,-1.719
8.256446,-1.721
8.264856,-1.722
8.273143,-1.723
8.281306,-1.724
8.289350,-1.725
8.297277,-1.726
8.305085,-1.727
8.312780,-1.728
8.320360,-1.729
8.327829,-1.730
8.335189,-1.730
8.342442,-1.731
8.349588,-1.732
8.356632,-1.732
8.363572,-1.732
8.370411,-1.733
8.385107,-1.734
8.394464,-1.734
8.405432,-1.734
8.418238,-1.734
8.433125,-1.735
8.450338,-1.735
8.470133,-1.734
8.492753,-1.734
8.518430,-1.733
8.547362,-1.733
8.579715,-1.732
8.614505,-1.731
8.646713,-1.730
8.676697,-1.729
8.704744,-1.728
8.731089,-1.727
8.755927,-1.726
8.779421,-1.726
8.801709,-1.725
8.822908,-1.724
8.843121,-1.724
8.862435,-1.723
8.880926,-1.723
8.898662,-1.722
8.915702,-1.722
8.932099,-1.721
8.947899,-1.721
8.963144,-1.720
8.977872,-1.720
8.992118,-1.720
9.005909,-1.719
9.019278,-1.719
9.032248,-1.719
9.044841,-1.719
9.057076,-1.718
9.068979,-1.718
9.080565,-1.718
9.091850,-1.718
9.102849,-1.718
9.113572,-1.717
9.124041,-1.717
9.134263,-1.717
9.144250,-1.717
9.154013,-1.717
9.163558,-1.716
9.172901,-1.716
9.182046,-1.716
9.191004,-1.716
9.199780,-1.716
9.208382,-1.716
9.216815,-1.716
9.225089,-1.716
9.233209,-1.715
9.241180,-1.715
9.249007,-1.715
9.256694,-1.715
9.264249,-1.715
9.271674,-1.715
9.278975,-1.715
9.286155,-1.715
9.293217,-1.715
9.300167,-1.714
9.307008,-1.714
9.313743,-1.714
9.320375,-1.714
9.326905,-1.714
9.333340,-1.714
9.339682,-1.714
9.345932,-1.714
9.352094,-1.714
9.358169,-1.714
9.364159,-1.714
9.370069,-1.713
9.375899,-1.713
9.381653,-1.713
9.387331,-1.713
9.392934,-1.713
9.398468,-1.713
9.403932,-1.713
9.409328,-1.713
9.414658,-1.713
9.419921,-1.713
9.425123,-1.713
9.430264,-1.712
9.435344,-1.712
9.440366,-1.712
9.445329,-1.712
9.450237,-1.712
9.455090,-1.712
9.459890,-1.712
9.464637,-1.712
9.469333,-1.712
9.473977,-1.712
9.478574,-1.711
9.483122,-1.711
9.487623,-1.711
9.492078,-1.711
9.496487,-1.711
9.500852,-1.711
9.505174,-1.711
9.509454,-1.711
9.513692,-1.711
9.517887,-1.711
9.522044,-1.711
9.526161,-1.710
9.530239,-1.710
9.534280,-1.710
9.538282,-1.710
9.542249,-1.710
9.546180,-1.710
9.550075,-1.710
9.553936,-1.710
9.557762,-1.710
9.561556,-1.710
9.565316,-1.710
9.569045,-1.710
9.572742,-1.709
9.576407,-1.709
9.580041,-1.709
9.583645,-1.709
9.587220,-1.709
9.590766,-1.709
9.601232,-1.709
9.611452,-1.708
9.621437,-1.708
9.631197,-1.708
9.640744,-1.708
9.650084,-1.707
9.659229,-1.707
9.671128,-1.707
9.679844,-1.707
9.691200,-1.706
9.699526,-1.706
9.710384,-1.706
9.720978,-1.706
9.731320,-1.705
9.741420,-1.705
9.751291,-1.705
9.760943,-1.705
9.770386,-1.705
9.779627,-1.704
9.790908,-1.704
9.799727,-1.704
9.810505,-1.704
9.821021,-1.703
9.829256,-1.703
9.839333,-1.703
9.849182,-1.703
9.860712,-1.702
9.870094,-1.702
9.879276,-1.702
9.890044,-1.701
9.900552,-1.701
9.909119,-1.701
9.919181,-1.701
9.929015,-1.700
9.940213,-1.700
9.949587,-1.700
9.960273,-1.700
9.969229,-1.699
9.979448,-1.699
9.989432,-1.699
9.999193,-1.698
