age,lum
7.242226,-0.948
7.249697,-0.952
7.264546,-0.962
7.271928,-0.966
7.279277,-0.971
7.293888,-0.979
7.301149,-0.984
7.315580,-0.992
7.322750,-0.996
7.329890,-1.000
7.344080,-1.008
7.351129,-1.012
7.365145,-1.020
7.372109,-1.024
7.379046,-1.027
7.392839,-1.034
7.399694,-1.038
7.413325,-1.045
7.420099,-1.048
7.433567,-1.055
7.440257,-1.058
7.453557,-1.064
7.460165,-1.067
7.473303,-1.072
7.479834,-1.075
7.492819,-1.081
7.499275,-1.083
7.512117,-1.088
7.524870,-1.093
7.531213,-1.095
7.543838,-1.100
7.550118,-1.102
7.562616,-1.106
7.575034,-1.110
7.581216,-1.112
7.593525,-1.115
7.599654,-1.117
7.611865,-1.120
7.624018,-1.122
7.630075,-1.124
7.642153,-1.126
7.654189,-1.128
7.660193,-1.129
7.672177,-1.130
7.684137,-1.131
7.690109,-1.131
7.702048,-1.131
7.713988,-1.131
7.719962,-1.131
7.731928,-1.131
7.743920,-1.130
7.749929,-1.129
7.761980,-1.128
7.774086,-1.126
7.780163,-1.126
7.792376,-1.123
7.804680,-1.120
7.810867,-1.118
7.823327,-1.114
7.829604,-1.113
7.842153,-1.109
7.854757,-1.105
7.861030,-1.103
7.873682,-1.099
7.880036,-1.097
7.892953,-1.093
7.899425,-1.091
7.912044,-1.088
7.919437,-1.086
7.935270,-1.084
7.941121,-1.083
7.952569,-1.083
7.963761,-1.083
7.969272,-1.084
7.980145,-1.086
7.990850,-1.089
8.001418,-1.093
8.011883,-1.098
8.022272,-1.104
8.032611,-1.111
8.042918,-1.119
8.053209,-1.126
8.063483,-1.134
8.073744,-1.142
8.084926,-1.150
8.092096,-1.154
8.100543,-1.159
8.110468,-1.163
8.122085,-1.167
8.135629,-1.169
8.151342,-1.171
8.169478,-1.171
8.190284,-1.171
8.214006,-1.170
8.240859,-1.170
8.271035,-1.170
8.304680,-1.170
8.341887,-1.170
8.382698,-1.170
8.427093,-1.170
8.474992,-1.170
8.518805,-1.170
8.558599,-1.170
8.595053,-1.170
8.628681,-1.170
8.659891,-1.169
8.689009,-1.169
8.716296,-1.169
8.741969,-1.168
8.766209,-1.168
8.789167,-1.167
8.810973,-1.167
8.831735,-1.167
8.851551,-1.167
8.870502,-1.166
8.888660,-1.166
8.906089,-1.166
8.922845,-1.166
8.938979,-1.166
8.954535,-1.166
8.969553,-1.165
8.984069,-1.165
8.998116,-1.165
9.011723,-1.165
9.024916,-1.165
9.037721,-1.165
9.050155,-1.164
9.062247,-1.164
9.074011,-1.164
9.085465,-1.164
9.096625,-1.164
9.107502,-1.163
9.118116,-1.163
9.128477,-1.163
9.138596,-1.163
9.148485,-1.163
9.158151,-1.163
9.167610,-1.162
9.176867,-1.162
9.185930,-1.162
9.194808,-1.162
9.203506,-1.162
9.212036,-1.162
9.220401,-1.161
9.228608,-1.161
9.236663,-1.161
9.244571,-1.161
9.252336,-1.161
9.259966,-1.161
9.267465,-1.160
9.274836,-1.160
9.282085,-1.160
9.289212,-1.160
9.296226,-1.160
9.303129,-1.160
9.309924,-1.159
9.316614,-1.159
9.323201,-1.159
9.329691,-1.159
9.336085,-1.159
9.342387,-1.159
9.348599,-1.158
9.354721,-1.158
9.360760,-1.158
9.366716,-1.158
9.372592,-1.158
9.378389,-1.158
9.384110,-1.158
9.389754,-1.157
9.395328,-1.157
9.400831,-1.157
9.406266,-1.157
9.411633,-1.157
9.416933,-1.157
9.422171,-1.156
9.427347,-1.156
9.432461,-1.156
9.437516,-1.156
9.442511,-1.156
9.447451,-1.156
9.452335,-1.155
9.457166,-1.155
9.461942,-1.155
9.466666,-1.155
9.471340,-1.155
9.475964,-1.155
9.480540,-1.155
9.485068,-1.154
9.489549,-1.154
9.493983,-1.154
9.498374,-1.154
9.502721,-1.154
9.507024,-1.154
9.511286,-1.153
9.515504,-1.153
9.519684,-1.153
9.523823,-1.153
9.527924,-1.153
9.531986,-1.153
9.536009,-1.153
9.539996,-1.152
9.543948,-1.152
9.547863,-1.152
9.551744,-1.152
9.555589,-1.152
9.559401,-1.152
9.563181,-1.151
9.566927,-1.151
9.570642,-1.151
9.574324,-1.151
9.577976,-1.151
9.581598,-1.151
9.585190,-1.151
9.588752,-1.150
9.592286,-1.150
9.595789,-1.150
9.599266,-1.150
9.602715,-1.150
9.606137,-1.150
9.609533,-1.149
9.612900,-1.149
9.616243,-1.149
9.619561,-1.149
9.622853,-1.149
9.626121,-1.149
9.629363,-1.149
9.632582,-1.148
9.635777,-1.148
9.638949,-1.148
9.642098,-1.148
9.645224,-1.148
9.648328,-1.148
9.651410,-1.148
9.654470,-1.147
9.657509,-1.147
9.660527,-1.147
9.663523,-1.147
9.666499,-1.147
9.669455,-1.147
9.672392,-1.147
9.675308,-1.146
9.678204,-1.146
9.681082,-1.146
9.683941,-1.146
9.686781,-1.146
9.689603,-1.146
9.700709,-1.145
9.711538,-1.144
9.719487,-1.144
9.729863,-1.143
9.739998,-1.143
9.749901,-1.142
9.759583,-1.142
9.769055,-1.141
9.780611,-1.140
9.789639,-1.140
9.800667,-1.139
9.809292,-1.138
9.819837,-1.138
9.830133,-1.137
9.840190,-1.136
9.850020,-1.136
9.859632,-1.135
9.869036,-1.134
9.880058,-1.133
9.889034,-1.133
9.899567,-1.132
9.909850,-1.131
9.919895,-1.130
9.929713,-1.129
9.939314,-1.128
9.950252,-1.127
9.959414,-1.126
9.969865,-1.125
9.980069,-1.124
9.990040,-1.123
9.999787,-1.122
