age,lum
7.472644,0.186
7.489203,0.190
7.508276,0.194
7.530110,0.197
7.554938,0.202
7.582973,0.205
7.614388,0.210
7.649311,0.216
7.687820,0.221
7.729931,0.226
7.775605,0.230
7.824741,0.232
7.877193,0.235
7.932770,0.236
7.991252,0.237
8.052394,0.239
8.115953,0.240
8.181669,0.241
8.249301,0.243
8.318618,0.244
8.380128,0.246
8.433997,0.247
8.481915,0.249
8.525068,0.251
8.564318,0.252
8.600313,0.253
8.633551,0.255
8.664426,0.256
8.693251,0.258
8.720281,0.259
8.745727,0.261
8.769763,0.262
8.792539,0.263
8.814180,0.265
8.834794,0.266
8.854473,0.268
8.873299,0.269
8.891343,0.271
8.908667,0.272
8.925327,0.274
8.941370,0.275
8.956842,0.277
8.971782,0.278
8.986225,0.280
9.000204,0.281
9.013747,0.283
9.026876,0.284
9.039624,0.286
9.052009,0.287
9.064050,0.289
9.075766,0.290
9.087171,0.292
9.098287,0.294
9.109126,0.295
9.119701,0.297
9.130025,0.298
9.140109,0.300
9.149961,0.302
9.159597,0.303
9.169025,0.305
9.178252,0.307
9.187287,0.308
9.196135,0.310
9.204809,0.312
9.213313,0.313
9.221654,0.315
9.229838,0.317
9.237868,0.319
9.245754,0.320
9.253500,0.322
9.261111,0.324
9.268590,0.325
9.275940,0.327
9.283170,0.329
9.290282,0.331
9.297279,0.332
9.304165,0.334
9.310942,0.336
9.317616,0.338
9.324190,0.340
9.330665,0.341
9.337046,0.343
9.343334,0.345
9.349530,0.347
9.355641,0.349
9.361667,0.350
9.367611,0.352
9.373475,0.354
9.379258,0.356
9.384968,0.358
9.390603,0.359
9.396166,0.361
9.401659,0.363
9.407081,0.365
9.412439,0.367
9.417731,0.369
9.422959,0.371
9.428125,0.373
9.433229,0.375
9.438275,0.377
9.443263,0.379
9.448194,0.380
9.453071,0.382
9.457892,0.384
9.462660,0.385
9.467377,0.387
9.472044,0.389
9.476661,0.390
9.481229,0.392
9.485748,0.393
9.490223,0.395
9.494651,0.396
9.499035,0.397
9.503375,0.400
9.507671,0.401
9.511926,0.402
9.516140,0.402
9.519963,0.406
9.523123,0.409
9.526886,0.411
9.530956,0.412
9.534990,0.412
9.538987,0.413
9.542947,0.414
9.546872,0.414
9.550761,0.415
9.554615,0.416
9.557802,0.417
9.561595,0.418
9.565355,0.419
9.569082,0.419
9.572503,0.420
9.575332,0.421
9.577677,0.425
9.580472,0.426
9.583804,0.426
9.587273,0.427
9.590480,0.427
9.593448,0.427
9.596204,0.428
9.598773,0.428
9.601176,0.428
9.603429,0.428
9.605546,0.429
9.607542,0.429
9.609426,0.429
9.611207,0.430
9.612895,0.430
9.614498,0.430
9.616019,0.430
9.617465,0.431
9.618841,0.431
9.620152,0.431
9.621403,0.432
9.622597,0.432
9.623744,0.432
9.624842,0.433
9.625892,0.433
9.626901,0.433
9.627867,0.434
9.628795,0.434
9.629689,0.434
9.630547,0.435
9.631373,0.435
9.632167,0.435
9.632933,0.436
9.633670,0.436
9.634382,0.437
9.635068,0.437
9.635730,0.437
9.636370,0.438
9.636987,0.438
9.637584,0.438
9.638159,0.439
9.638714,0.439
9.639249,0.440
9.639768,0.440
9.640269,0.441
9.640753,0.442
9.641221,0.442
9.641674,0.443
9.642113,0.443
9.642538,0.444
9.642948,0.444
9.643346,0.445
9.643731,0.445
9.644104,0.446
9.644463,0.447
9.644813,0.447
9.645150,0.448
9.645477,0.449
9.645795,0.449
9.646102,0.450
9.646399,0.451
9.646688,0.451
9.646967,0.452
9.647239,0.453
9.647502,0.453
9.647757,0.454
9.648005,0.455
9.648246,0.455
9.648479,0.456
9.648705,0.457
9.648925,0.458
9.649138,0.459
9.649345,0.460
9.649545,0.461
9.649739,0.461
9.649927,0.462
9.650110,0.463
9.650288,0.464
9.650460,0.465
9.650627,0.465
9.650789,0.466
9.650947,0.467
9.651100,0.468
9.651247,0.469
9.651390,0.470
9.651530,0.471
9.651666,0.472
