age,lum
6.801174,-1.715
6.812024,-1.724
6.822950,-1.733
6.833946,-1.742
6.839472,-1.746
6.850583,-1.755
6.861762,-1.764
6.873014,-1.773
6.884334,-1.782
6.890020,-1.786
6.901441,-1.795
6.912923,-1.804
6.924468,-1.813
6.930261,-1.817
6.941885,-1.826
6.953562,-1.835
6.959417,-1.839
6.971157,-1.848
6.982933,-1.857
6.994744,-1.866
7.000664,-1.871
7.012521,-1.880
7.024408,-1.889
7.030365,-1.893
7.042300,-1.902
7.054257,-1.911
7.060244,-1.915
7.072239,-1.924
7.084254,-1.933
7.090269,-1.938
7.102324,-1.947
7.114401,-1.956
7.120449,-1.960
7.132567,-1.970
7.144711,-1.979
7.150796,-1.983
7.162985,-1.992
7.169089,-1.997
7.181315,-2.006
7.193567,-2.015
7.199706,-2.019
7.212006,-2.028
7.224347,-2.037
7.230531,-2.042
7.242929,-2.051
7.249142,-2.055
7.261598,-2.064
7.274086,-2.073
7.280342,-2.078
7.292874,-2.087
7.299152,-2.091
7.311731,-2.100
7.324338,-2.109
7.330655,-2.114
7.343310,-2.123
7.349649,-2.127
7.362351,-2.136
7.375074,-2.145
7.381444,-2.150
7.394196,-2.159
7.400581,-2.163
7.413365,-2.173
7.419769,-2.177
7.432604,-2.187
7.439037,-2.192
7.451926,-2.201
7.464849,-2.211
7.471325,-2.216
7.484301,-2.226
7.490802,-2.230
7.503829,-2.240
7.510355,-2.245
7.523432,-2.255
7.529983,-2.260
7.543113,-2.269
7.549690,-2.274
7.562868,-2.284
7.574057,-2.292
7.583352,-2.299
7.591318,-2.305
7.601487,-2.312
7.610113,-2.319
7.619907,-2.326
7.630201,-2.334
7.640556,-2.341
7.649360,-2.348
7.659376,-2.355
7.669919,-2.363
7.679717,-2.370
7.689565,-2.377
7.699250,-2.385
7.709159,-2.392
7.719013,-2.399
7.729013,-2.406
7.739224,-2.414
7.749093,-2.421
7.759024,-2.428
7.769006,-2.436
7.779002,-2.443
7.789110,-2.450
7.798976,-2.458
7.809045,-2.465
7.819059,-2.472
7.829017,-2.480
7.839033,-2.487
7.848970,-2.494
7.858986,-2.502
7.869011,-2.509
7.879364,-2.517
7.890986,-2.525
7.901732,-2.533
7.912677,-2.541
7.919654,-2.546
7.933642,-2.557
7.940643,-2.562
7.954667,-2.572
7.961691,-2.577
7.975766,-2.588
7.982818,-2.593
7.989880,-2.598
8.004033,-2.608
8.011130,-2.614
8.025363,-2.624
8.032498,-2.629
8.039644,-2.635
8.053988,-2.645
8.061181,-2.650
8.075616,-2.661
8.082861,-2.666
8.090124,-2.672
8.104706,-2.682
8.112025,-2.688
8.119365,-2.693
8.134104,-2.704
8.141506,-2.709
8.156373,-2.720
8.163838,-2.725
8.171329,-2.731
8.186386,-2.742
8.193951,-2.747
8.201545,-2.753
8.209166,-2.758
8.224492,-2.769
8.232200,-2.775
8.239940,-2.780
8.255523,-2.792
8.263369,-2.797
8.271256,-2.803
8.279185,-2.808
8.295178,-2.820
8.303250,-2.825
8.311377,-2.831
8.319562,-2.837
8.336125,-2.848
8.344514,-2.854
8.352981,-2.860
8.361531,-2.865
8.370171,-2.871
8.387747,-2.883
8.396696,-2.888
8.405768,-2.894
8.414970,-2.900
8.424315,-2.906
8.433811,-2.912
8.443476,-2.918
8.453320,-2.924
8.463358,-2.930
8.473605,-2.936
8.484082,-2.942
8.494810,-2.948
8.505806,-2.954
8.517106,-2.960
8.528730,-2.966
8.540717,-2.972
8.553118,-2.978
8.565988,-2.984
8.579052,-2.989
8.591956,-2.995
8.604698,-3.000
8.617271,-3.005
8.629671,-3.009
8.641893,-3.013
8.653935,-3.017
8.665794,-3.021
8.677466,-3.025
8.688953,-3.028
8.700252,-3.031
8.711363,-3.033
8.722287,-3.036
8.733023,-3.038
8.743576,-3.040
8.753944,-3.042
8.764131,-3.044
8.774138,-3.046
8.785851,-3.048
8.799500,-3.049
8.815334,-3.051
8.833602,-3.053
8.853335,-3.055
8.872209,-3.056
8.890297,-3.058
8.907662,-3.059
8.924359,-3.059
8.940438,-3.060
8.955943,-3.060
8.970913,-3.061
8.985385,-3.061
8.999389,-3.061
9.012955,-3.062
9.026112,-3.062
9.038882,-3.062
9.051288,-3.062
9.063348,-3.062
9.075080,-3.062
9.086506,-3.062
9.097639,-3.062
9.108494,-3.062
9.119084,-3.062
9.129419,-3.062
9.139517,-3.062
9.149385,-3.062
9.159035,-3.062
9.168474,-3.062
9.177710,-3.062
9.186756,-3.062
9.195617,-3.062
9.204302,-3.062
9.212816,-3.062
9.221166,-3.062
9.229357,-3.062
9.237398,-3.062
9.245293,-3.062
9.253047,-3.062
9.260665,-3.062
9.268150,-3.062
9.275509,-3.062
9.282747,-3.062
9.289865,-3.062
9.296869,-3.062
9.303760,-3.062
9.310545,-3.062
9.317225,-3.062
9.323805,-3.062
9.330286,-3.062
9.336670,-3.062
9.342963,-3.062
9.349167,-3.062
9.355283,-3.062
9.361314,-3.062
9.367263,-3.062
9.373129,-3.062
9.378919,-3.062
9.384633,-3.062
9.390273,-3.062
9.395840,-3.062
9.401335,-3.062
9.406763,-3.062
9.412124,-3.062
9.417420,-3.062
9.422652,-3.062
9.427820,-3.062
9.432929,-3.062
9.437979,-3.062
9.442970,-3.062
9.447905,-3.062
9.452783,-3.062
9.462380,-3.062
9.471770,-3.062
9.480959,-3.062
9.489960,-3.062
9.503119,-3.062
9.511676,-3.062
9.520068,-3.062
9.532358,-3.062
9.540363,-3.062
9.552100,-3.062
9.559752,-3.062
9.570983,-3.062
9.581931,-3.062
9.589079,-3.062
9.599586,-3.062
9.609844,-3.062
9.619865,-3.062
9.629661,-3.062
9.639240,-3.062
9.651694,-3.062
9.660804,-3.062
9.669727,-3.062
9.681347,-3.062
9.689862,-3.061
9.700961,-3.061
9.709105,-3.061
9.719729,-3.061
9.730100,-3.061
9.740228,-3.061
9.750127,-3.061
9.759805,-3.061
9.769271,-3.061
9.780821,-3.061
9.789845,-3.061
9.800868,-3.061
9.809489,-3.061
9.820030,-3.061
9.830321,-3.061
9.840374,-3.061
9.850199,-3.061
9.859808,-3.061
9.869208,-3.061
9.880226,-3.061
9.889199,-3.061
9.899727,-3.061
9.910006,-3.061
9.920047,-3.061
9.929862,-3.060
9.939459,-3.060
9.950395,-3.060
9.959554,-3.060
9.970001,-3.060
9.980203,-3.060
9.990170,-3.060
9.999914,-3.060
