age,lum
6.759974,-0.231
6.773694,-0.239
6.780511,-0.242
6.794058,-0.250
6.800789,-0.253
6.814162,-0.260
6.820806,-0.264
6.834005,-0.271
6.840560,-0.274
6.853581,-0.280
6.860046,-0.283
6.872887,-0.289
6.879261,-0.292
6.891919,-0.298
6.904453,-0.303
6.910673,-0.306
6.923021,-0.311
6.929148,-0.314
6.941306,-0.318
6.953337,-0.323
6.959304,-0.325
6.971143,-0.329
6.982852,-0.332
6.994433,-0.336
7.000174,-0.337
7.011562,-0.340
7.022816,-0.343
7.033946,-0.345
7.039458,-0.346
7.050387,-0.348
7.061185,-0.350
7.071853,-0.351
7.082390,-0.352
7.092794,-0.353
7.103064,-0.354
7.113208,-0.354
7.123221,-0.353
7.133104,-0.353
7.142855,-0.352
7.152478,-0.351
7.161976,-0.349
7.171346,-0.348
7.180593,-0.345
7.189718,-0.343
7.203180,-0.339
7.212006,-0.335
7.220715,-0.332
7.229305,-0.327
7.241980,-0.320
7.250286,-0.315
7.262541,-0.307
7.270579,-0.301
7.282430,-0.292
7.290202,-0.285
7.301672,-0.275
7.309200,-0.268
7.320283,-0.258
7.330917,-0.247
7.341142,-0.235
7.350938,-0.222
7.360381,-0.210
7.369464,-0.198
7.381005,-0.182
7.389347,-0.169
7.399992,-0.153
7.410178,-0.136
7.419981,-0.120
7.429384,-0.104
7.440675,-0.085
7.449414,-0.071
7.460508,-0.054
7.471086,-0.040
7.479686,-0.031
7.490703,-0.024
7.499380,-0.023
7.510116,-0.027
7.520920,-0.037
7.529725,-0.049
7.541051,-0.067
7.550950,-0.084
7.561052,-0.101
7.575198,-0.123
7.584215,-0.134
7.594792,-0.145
7.607155,-0.154
7.621540,-0.162
7.638196,-0.167
7.657374,-0.169
7.679323,-0.170
7.704278,-0.169
7.732444,-0.169
7.763997,-0.169
7.799064,-0.168
7.837718,-0.167
7.879974,-0.166
7.925788,-0.165
7.975062,-0.163
8.027643,-0.161
8.083341,-0.158
8.141932,-0.155
8.203180,-0.152
8.266827,-0.150
8.332626,-0.148
8.392312,-0.147
8.444777,-0.146
8.491582,-0.145
8.533829,-0.144
8.572329,-0.143
8.607692,-0.142
8.640391,-0.141
8.670800,-0.140
8.699217,-0.139
8.725890,-0.139
8.751019,-0.138
8.774772,-0.137
8.797294,-0.136
8.818705,-0.135
8.839110,-0.134
8.858599,-0.133
8.877250,-0.132
8.895134,-0.131
8.912310,-0.130
8.928833,-0.130
8.944750,-0.129
8.960105,-0.128
8.974935,-0.127
8.989275,-0.126
9.003155,-0.125
9.016607,-0.124
9.029656,-0.123
9.042323,-0.122
9.054632,-0.122
9.066602,-0.121
9.078247,-0.120
9.089591,-0.119
9.100646,-0.118
9.111427,-0.117
9.121947,-0.116
9.132215,-0.115
9.142249,-0.114
9.152056,-0.113
9.161646,-0.112
9.171030,-0.111
9.180212,-0.111
9.189207,-0.110
9.198019,-0.109
9.206656,-0.108
9.215124,-0.107
9.223428,-0.106
9.231579,-0.105
9.239580,-0.104
9.247436,-0.103
9.255152,-0.102
9.262733,-0.101
9.270183,-0.100
9.277508,-0.099
9.284713,-0.098
9.291799,-0.097
9.298772,-0.096
9.305633,-0.095
9.312389,-0.094
9.319041,-0.093
9.325594,-0.092
9.332048,-0.091
9.338407,-0.090
9.344675,-0.089
9.350854,-0.089
9.356947,-0.088
9.362955,-0.087
9.368880,-0.086
9.374726,-0.085
9.380495,-0.084
9.386189,-0.083
9.391808,-0.082
9.397354,-0.081
9.402832,-0.080
9.408242,-0.079
9.413585,-0.078
9.418863,-0.077
9.424078,-0.076
9.429229,-0.075
9.434321,-0.074
9.439355,-0.073
9.444331,-0.072
9.449250,-0.070
9.454113,-0.069
9.458923,-0.068
9.463681,-0.067
9.468387,-0.066
9.473043,-0.065
9.477648,-0.064
9.482206,-0.063
9.486717,-0.062
9.491181,-0.061
9.495600,-0.060
9.499973,-0.059
9.504304,-0.058
9.508592,-0.057
9.512838,-0.056
9.517043,-0.055
9.521207,-0.054
9.525331,-0.053
9.529418,-0.051
9.533466,-0.050
9.537477,-0.049
9.541451,-0.048
9.545388,-0.047
9.549290,-0.046
9.553158,-0.045
9.556992,-0.044
9.560792,-0.043
9.564558,-0.042
9.568293,-0.040
9.571996,-0.039
9.575668,-0.038
9.579309,-0.037
9.582919,-0.036
9.586500,-0.035
9.590051,-0.034
9.593574,-0.032
9.597069,-0.031
9.600535,-0.030
9.603973,-0.029
9.607385,-0.028
9.610771,-0.027
9.614130,-0.025
9.617464,-0.024
9.620771,-0.023
9.624054,-0.022
9.627313,-0.021
9.630547,-0.020
9.633757,-0.018
9.636943,-0.017
9.640107,-0.016
9.643247,-0.015
9.646365,-0.014
9.649461,-0.012
9.652534,-0.011
9.655587,-0.010
9.658618,-0.009
9.661628,-0.007
9.664618,-0.006
9.667586,-0.005
9.670534,-0.004
9.673463,-0.002
9.676373,-0.001
9.679263,0.000
9.682133,0.001
9.684984,0.003
9.687818,0.004
9.690633,0.005
9.693430,0.007
9.696209,0.008
9.698969,0.009
9.701713,0.011
9.704440,0.012
9.707149,0.013
9.709842,0.015
9.712518,0.016
9.715177,0.017
9.717821,0.019
9.720449,0.020
9.723061,0.021
9.725656,0.023
9.728237,0.024
9.730802,0.026
9.733353,0.027
9.735889,0.028
9.738410,0.030
9.740915,0.031
9.743407,0.033
9.745885,0.034
9.748349,0.036
9.750798,0.037
9.753234,0.038
9.755656,0.040
9.758065,0.041
9.760461,0.043
9.762844,0.044
9.765212,0.046
9.767569,0.047
9.769913,0.049
9.772245,0.050
9.774564,0.052
9.776870,0.053
9.779164,0.055
9.781447,0.056
9.783717,0.058
9.785976,0.059
9.788222,0.061
9.790458,0.063
9.792682,0.064
9.794894,0.066
9.797096,0.067
9.799286,0.069
9.801465,0.070
9.803633,0.072
9.805791,0.073
9.807938,0.075
9.810075,0.076
9.812200,0.078
9.814316,0.079
9.816421,0.081
9.818516,0.082
9.820601,0.084
9.822676,0.085
9.824741,0.087
9.830879,0.091
9.840919,0.099
9.850733,0.107
9.860329,0.114
9.869718,0.122
9.880723,0.129
9.889686,0.135
9.900203,0.144
9.910470,0.155
9.920501,0.166
